 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Ch,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
4439,12,255,0,255,255,255,956.583,1258.917,956.583,1258.917,15.556,954,1257,5,4,4.729,3.231,162.186,0.623,5.385,3060,255,NaN,NaN,100,3060,4,954,1258,158.199,4.000,1.464,0.683,0.706
4440,1,255,0,255,255,255,186.500,1263.500,186.500,1263.500,2.828,186,1263,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,186,1263,135.000,1.000,1.000,1.000,1.000
4441,26,255,0,255,255,255,1338.577,1268.115,1338.577,1268.115,21.556,1334,1265,8,6,6.358,5.207,0.515,0.703,8.544,6630,255,NaN,NaN,100,6630,4,1334,1269,20.556,6.000,1.221,0.819,0.732
4442,1,255,0,255,255,255,844.500,1267.500,844.500,1267.500,2.828,844,1267,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,844,1267,135.000,1.000,1.000,1.000,1.000
4443,2,255,0,255,255,255,1206.500,1269.000,1206.500,1269.000,4.828,1206,1268,1,2,2.257,1.128,90.000,1.000,2.236,510,255,NaN,NaN,100,510,4,1206,1268,116.565,1.000,2.000,0.500,1.000
4444,1,255,0,255,255,255,1185.500,1274.500,1185.500,1274.500,2.828,1185,1274,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,1185,1274,135.000,1.000,1.000,1.000,1.000
4445,2,255,0,255,255,255,1169.000,1276.000,1169.000,1276.000,5.657,1168,1275,2,2,2.596,0.981,45.000,0.785,2.828,510,255,NaN,NaN,100,510,4,1168,1277,45.000,1.414,2.646,0.378,0.667
4446,20,255,0,255,255,255,1009.050,1279.300,1009.050,1279.300,16.728,1006,1277,6,5,5.416,4.702,173.086,0.898,6.403,5100,255,NaN,NaN,100,5100,4,1006,1278,141.340,5.000,1.152,0.868,0.816
4447,1,255,0,255,255,255,946.500,1279.500,946.500,1279.500,2.828,946,1279,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,946,1279,135.000,1.000,1.000,1.000,1.000
4448,1,255,0,255,255,255,1204.500,1279.500,1204.500,1279.500,2.828,1204,1279,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,1204,1279,135.000,1.000,1.000,1.000,1.000
4449,1,255,0,255,255,255,961.500,1287.500,961.500,1287.500,2.828,961,1287,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,961,1287,135.000,1.000,1.000,1.000,1.000
4450,1,255,0,255,255,255,964.500,1287.500,964.500,1287.500,2.828,964,1287,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,964,1287,135.000,1.000,1.000,1.000,1.000
4451,1,255,0,255,255,255,944.500,1293.500,944.500,1293.500,2.828,944,1293,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,944,1293,135.000,1.000,1.000,1.000,1.000
4452,1,255,0,255,255,255,953.500,1295.500,953.500,1295.500,2.828,953,1295,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,953,1295,135.000,1.000,1.000,1.000,1.000
4453,1,255,0,255,255,255,1362.500,1295.500,1362.500,1295.500,2.828,1362,1295,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,1362,1295,135.000,1.000,1.000,1.000,1.000
4454,2,255,0,255,255,255,1379.000,1299.000,1379.000,1299.000,5.657,1378,1298,2,2,2.596,0.981,45.000,0.785,2.828,510,255,NaN,NaN,100,510,4,1378,1300,45.000,1.414,2.646,0.378,0.667
4455,1,255,0,255,255,255,532.500,1299.500,532.500,1299.500,2.828,532,1299,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,532,1299,135.000,1.000,1.000,1.000,1.000
4456,1,255,0,255,255,255,535.500,1300.500,535.500,1300.500,2.828,535,1300,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,535,1300,135.000,1.000,1.000,1.000,1.000
4457,9,255,0,255,255,255,881.722,1307.389,881.722,1307.389,15.314,879,1306,5,3,4.440,2.581,11.841,0.482,5.831,2295,255,NaN,NaN,100,2295,4,879,1309,30.964,3.000,1.720,0.581,0.643
4458,9,255,0,255,255,255,1192.722,1307.056,1192.722,1307.056,13.899,1190,1306,5,3,4.883,2.347,173.080,0.585,5.385,2295,255,NaN,NaN,100,2295,4,1190,1306,158.199,3.000,2.081,0.481,0.692
4459,1,255,0,255,255,255,941.500,1308.500,941.500,1308.500,2.828,941,1308,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,941,1308,135.000,1.000,1.000,1.000,1.000
4460,1,255,0,255,255,255,972.500,1317.500,972.500,1317.500,2.828,972,1317,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,972,1317,135.000,1.000,1.000,1.000,1.000
4461,7,255,0,255,255,255,1252.500,1320.500,1252.500,1320.500,8.485,1251,1319,3,3,3.772,2.363,45.000,1.000,4.243,1785,255,NaN,NaN,100,1785,4,1251,1322,45.000,2.828,1.596,0.626,0.875
4462,1,255,0,255,255,255,1255.500,1320.500,1255.500,1320.500,2.828,1255,1320,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,1255,1320,135.000,1.000,1.000,1.000,1.000
4463,1,255,0,255,255,255,1255.500,1322.500,1255.500,1322.500,2.828,1255,1322,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,1255,1322,135.000,1.000,1.000,1.000,1.000
4464,9,255,0,255,255,255,1133.056,1325.944,1133.056,1325.944,13.314,1131,1324,4,4,4.209,2.723,158.601,0.638,5.000,2295,255,NaN,NaN,100,2295,4,1132,1324,126.870,3.479,1.546,0.647,0.692
4465,16,255,0,255,255,255,598.875,1327.000,598.875,1327.000,14.485,596,1325,5,4,5.137,3.966,0.000,0.958,5.831,4080,255,NaN,NaN,100,4080,4,596,1326,149.036,4.000,1.295,0.772,0.889
4466,10,255,0,255,255,255,512.500,1328.000,512.500,1328.000,11.657,510,1327,5,2,5.642,2.257,0.000,0.925,5.385,2550,255,NaN,NaN,100,2550,4,510,1327,158.199,2.000,2.500,0.400,1.000
4467,1,255,0,255,255,255,1251.500,1328.500,1251.500,1328.500,2.828,1251,1328,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,1251,1328,135.000,1.000,1.000,1.000,1.000
4468,47,255,0,255,255,255,1273.904,1332.032,1273.904,1332.032,27.799,1269,1328,9,8,7.973,7.506,26.608,0.764,9.487,11985,255,NaN,NaN,100,11985,4,1269,1333,18.435,8.000,1.062,0.941,0.817
4469,3,255,0,255,255,255,513.500,1330.500,513.500,1330.500,6.243,512,1330,3,1,3.385,1.128,0.000,0.967,3.162,765,255,NaN,NaN,100,765,4,512,1330,161.565,1.000,3.000,0.333,1.000
4470,1,255,0,255,255,255,1180.500,1331.500,1180.500,1331.500,2.828,1180,1331,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,1180,1331,135.000,1.000,1.000,1.000,1.000
4471,1,255,0,255,255,255,770.500,1336.500,770.500,1336.500,2.828,770,1336,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,770,1336,135.000,1.000,1.000,1.000,1.000
4472,17,255,0,255,255,255,18.206,1344.206,18.206,1344.206,18.971,15,1341,6,6,4.777,4.531,134.998,0.594,6.403,4335,255,NaN,NaN,100,4335,4,15,1345,38.660,5.367,1.054,0.948,0.680
4473,16,255,0,255,255,255,520.250,1359.812,520.250,1359.812,16.728,517,1358,6,4,5.584,3.648,168.257,0.719,6.403,4080,255,NaN,NaN,100,4080,4,518,1358,141.340,4.000,1.531,0.653,0.780
4474,4,255,0,255,255,255,843.500,1362.250,843.500,1362.250,8.485,842,1361,3,3,3.676,1.385,129.690,0.698,4.243,1020,255,NaN,NaN,100,1020,4,842,1361,135.000,2.121,2.654,0.377,0.667
4475,1,255,0,255,255,255,846.500,1363.500,846.500,1363.500,2.828,846,1363,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,846,1363,135.000,1.000,1.000,1.000,1.000
4476,1,255,0,255,255,255,1328.500,1367.500,1328.500,1367.500,2.828,1328,1367,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,1328,1367,135.000,1.000,1.000,1.000,1.000
4477,11,255,0,255,255,255,782.045,1380.409,782.045,1380.409,15.071,779,1379,5,4,4.841,2.893,161.216,0.609,5.831,2805,255,NaN,NaN,100,2805,4,779,1380,149.036,4.000,1.674,0.598,0.710
4478,34,255,0,255,255,255,1191.000,1384.706,1191.000,1384.706,20.971,1187,1381,7,7,6.837,6.332,1.915,0.972,8.062,8670,255,NaN,NaN,100,8670,4,1187,1386,29.745,7.000,1.080,0.926,0.861
4479,3,255,0,255,255,255,699.833,1385.833,699.833,1385.833,5.657,699,1385,2,2,2.365,1.615,45.000,1.000,2.828,765,255,NaN,NaN,100,765,4,699,1387,45.000,2.000,1.464,0.683,0.857
4480,1,255,0,255,255,255,414.500,1386.500,414.500,1386.500,2.828,414,1386,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,414,1386,135.000,1.000,1.000,1.000,1.000
4481,1,255,0,255,255,255,702.500,1387.500,702.500,1387.500,2.828,702,1387,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,702,1387,135.000,1.000,1.000,1.000,1.000
4482,1,255,0,255,255,255,801.500,1388.500,801.500,1388.500,2.828,801,1388,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,801,1388,135.000,1.000,1.000,1.000,1.000
4483,4,255,0,255,255,255,837.000,1391.500,837.000,1391.500,7.657,836,1390,2,3,3.216,1.583,121.717,0.857,3.606,1020,255,NaN,NaN,100,1020,4,836,1390,123.690,2.000,2.031,0.492,0.800
4484,1,255,0,255,255,255,839.500,1390.500,839.500,1390.500,2.828,839,1390,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,839,1390,135.000,1.000,1.000,1.000,1.000
4485,1,255,0,255,255,255,839.500,1392.500,839.500,1392.500,2.828,839,1392,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,839,1392,135.000,1.000,1.000,1.000,1.000
4486,3,255,0,255,255,255,1189.500,1397.167,1189.500,1397.167,7.071,1188,1396,3,2,3.213,1.189,28.155,0.754,3.606,765,255,NaN,NaN,100,765,4,1188,1398,33.690,1.789,2.702,0.370,0.667
4487,1,255,0,255,255,255,968.500,1399.500,968.500,1399.500,2.828,968,1399,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,968,1399,135.000,1.000,1.000,1.000,1.000
4488,49,255,0,255,255,255,1069.541,1410.786,1069.541,1410.786,28.971,1063,1407,11,7,9.628,6.480,11.784,0.734,11.705,12495,255,NaN,NaN,100,12495,4,1063,1412,19.983,7.000,1.486,0.673,0.831
4489,1,255,0,255,255,255,1168.500,1413.500,1168.500,1413.500,2.828,1168,1413,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,1168,1413,135.000,1.000,1.000,1.000,1.000
4490,14,255,0,255,255,255,1102.714,1418.500,1102.714,1418.500,15.899,1100,1417,5,4,5.377,3.315,164.280,0.696,6.403,3570,255,NaN,NaN,100,3570,4,1100,1417,141.340,4.000,1.622,0.617,0.824
4491,11,255,0,255,255,255,1062.864,1422.682,1062.864,1422.682,13.899,1060,1421,5,3,5.260,2.663,8.939,0.715,5.831,2805,255,NaN,NaN,100,2805,4,1060,1424,30.964,3.000,1.975,0.506,0.815
4492,1,255,0,255,255,255,731.500,1442.500,731.500,1442.500,2.828,731,1442,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,731,1442,135.000,1.000,1.000,1.000,1.000
4493,3,255,0,255,255,255,158.167,1444.167,158.167,1444.167,5.657,157,1443,2,2,2.365,1.615,45.000,1.000,2.828,765,255,NaN,NaN,100,765,4,157,1445,45.000,2.000,1.464,0.683,0.857
4494,1,255,0,255,255,255,161.500,1444.500,161.500,1444.500,2.828,161,1444,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,161,1444,135.000,1.000,1.000,1.000,1.000
4495,1,255,0,255,255,255,161.500,1446.500,161.500,1446.500,2.828,161,1446,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,161,1446,135.000,1.000,1.000,1.000,1.000
4496,3,255,0,255,255,255,616.833,1449.833,616.833,1449.833,5.657,616,1449,2,2,2.365,1.615,45.000,1.000,2.828,765,255,NaN,NaN,100,765,4,616,1451,45.000,2.000,1.464,0.683,0.857
4497,1,255,0,255,255,255,619.500,1451.500,619.500,1451.500,2.828,619,1451,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,619,1451,135.000,1.000,1.000,1.000,1.000
4498,1,255,0,255,255,255,1106.500,1451.500,1106.500,1451.500,2.828,1106,1451,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,1106,1451,135.000,1.000,1.000,1.000,1.000
4499,3,255,0,255,255,255,558.167,1453.167,558.167,1453.167,5.657,557,1452,2,2,2.365,1.615,45.000,1.000,2.828,765,255,NaN,NaN,100,765,4,557,1454,45.000,2.000,1.464,0.683,0.857
4500,1,255,0,255,255,255,666.500,1459.500,666.500,1459.500,2.828,666,1459,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,666,1459,135.000,1.000,1.000,1.000,1.000
4501,40,255,0,255,255,255,828.725,1463.625,828.725,1463.625,24.385,824,1460,8,7,7.432,6.853,24.031,0.845,8.944,10200,255,NaN,NaN,100,10200,4,824,1465,26.565,7.000,1.084,0.922,0.860
4502,37,255,0,255,255,255,998.041,1464.932,998.041,1464.932,22.728,994,1462,8,6,7.395,6.370,14.939,0.900,8.944,9435,255,NaN,NaN,100,9435,4,994,1466,26.565,6.000,1.161,0.861,0.892
4503,16,255,0,255,255,255,931.688,1464.812,931.688,1464.812,13.899,929,1463,5,4,5.130,3.971,4.837,1.000,5.831,4080,255,NaN,NaN,100,4080,4,929,1466,30.964,4.000,1.292,0.774,0.889
4504,36,255,0,255,255,255,1104.194,1476.806,1104.194,1476.806,22.971,1100,1473,8,7,7.267,6.308,25.824,0.857,8.944,9180,255,NaN,NaN,100,9180,4,1100,1478,26.565,7.000,1.152,0.868,0.809
4505,1,255,0,255,255,255,968.500,1489.500,968.500,1489.500,2.828,968,1489,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,968,1489,135.000,1.000,1.000,1.000,1.000
4506,1,255,0,255,255,255,540.500,1490.500,540.500,1490.500,2.828,540,1490,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,540,1490,135.000,1.000,1.000,1.000,1.000
4507,19,255,0,255,255,255,408.553,1496.026,408.553,1496.026,16.485,405,1494,6,4,5.790,4.178,4.295,0.879,6.708,4845,255,NaN,NaN,100,4845,4,405,1497,26.565,4.000,1.386,0.722,0.905
4508,2,255,0,255,255,255,865.000,1495.000,865.000,1495.000,5.657,864,1494,2,2,2.596,0.981,45.000,0.785,2.828,510,255,NaN,NaN,100,510,4,864,1496,45.000,1.414,2.646,0.378,0.667
4509,1,255,0,255,255,255,700.500,1505.500,700.500,1505.500,2.828,700,1505,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,700,1505,135.000,1.000,1.000,1.000,1.000
4510,42,255,0,255,255,255,514.333,1517.571,514.333,1517.571,26.971,510,1514,8,7,7.962,6.716,171.812,0.726,10.000,10710,255,NaN,NaN,100,10710,4,510,1515,143.130,7.000,1.186,0.843,0.840
4511,36,255,0,255,255,255,585.639,1520.694,585.639,1520.694,24.385,581,1517,8,7,7.060,6.492,5.966,0.761,8.602,9180,255,NaN,NaN,100,9180,4,581,1522,35.538,7.000,1.088,0.920,0.818
4512,16,255,0,255,255,255,379.812,1530.875,379.812,1530.875,14.485,377,1529,5,4,5.127,3.974,170.008,0.958,5.831,4080,255,NaN,NaN,100,4080,4,377,1530,149.036,4.000,1.290,0.775,0.865
4513,19,255,0,255,255,255,831.553,1533.079,831.553,1533.079,20.385,828,1530,6,6,5.263,4.597,15.905,0.575,6.708,4845,255,NaN,NaN,100,4845,4,828,1534,26.565,5.657,1.145,0.873,0.731
4514,1,255,0,255,255,255,320.500,1535.500,320.500,1535.500,2.828,320,1535,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,320,1535,135.000,1.000,1.000,1.000,1.000
4515,1,255,0,255,255,255,323.500,1537.500,323.500,1537.500,2.828,323,1537,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,323,1537,135.000,1.000,1.000,1.000,1.000
4516,25,255,0,255,255,255,848.420,1545.300,848.420,1545.300,19.556,845,1542,6,6,5.706,5.579,104.527,0.821,7.071,6375,255,NaN,NaN,100,6375,4,846,1543,135.000,6.000,1.023,0.978,0.833
4517,8,255,0,255,255,255,42.125,1566.125,42.125,1566.125,11.899,40,1565,5,3,5.194,1.961,22.854,0.710,5.831,2040,255,NaN,NaN,100,2040,4,40,1568,30.964,2.683,2.648,0.378,0.762
4518,1,255,0,255,255,255,44.500,1567.500,44.500,1567.500,2.828,44,1567,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,44,1567,135.000,1.000,1.000,1.000,1.000
4519,2,255,0,255,255,255,301.000,1574.000,301.000,1574.000,5.657,300,1573,2,2,2.596,0.981,45.000,0.785,2.828,510,255,NaN,NaN,100,510,4,300,1575,45.000,1.414,2.646,0.378,0.667
4520,1,255,0,255,255,255,303.500,1573.500,303.500,1573.500,2.828,303,1573,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,303,1573,135.000,1.000,1.000,1.000,1.000
4521,8,255,0,255,255,255,804.000,1578.250,804.000,1578.250,10.485,802,1577,4,3,4.501,2.263,21.355,0.914,5.000,2040,255,NaN,NaN,100,2040,4,802,1580,36.870,2.846,1.989,0.503,0.800
4522,1,255,0,255,255,255,805.500,1580.500,805.500,1580.500,2.828,805,1580,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,805,1580,135.000,1.000,1.000,1.000,1.000
4523,1,255,0,255,255,255,776.500,1611.500,776.500,1611.500,2.828,776,1611,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,776,1611,135.000,1.000,1.000,1.000,1.000
4524,1,255,0,255,255,255,771.500,1624.500,771.500,1624.500,2.828,771,1624,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,771,1624,135.000,1.000,1.000,1.000,1.000
4525,6,255,0,255,255,255,655.500,1630.333,655.500,1630.333,8.485,654,1629,3,3,3.718,2.055,36.870,1.000,4.243,1530,255,NaN,NaN,100,1530,4,654,1632,45.000,2.683,1.809,0.553,0.800
4526,1,255,0,255,255,255,658.500,1629.500,658.500,1629.500,2.828,658,1629,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,658,1629,135.000,1.000,1.000,1.000,1.000
4527,1,255,0,255,255,255,590.500,1631.500,590.500,1631.500,2.828,590,1631,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,590,1631,135.000,1.000,1.000,1.000,1.000
4528,1,255,0,255,255,255,659.500,1632.500,659.500,1632.500,2.828,659,1632,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,659,1632,135.000,1.000,1.000,1.000,1.000
4529,4,255,0,255,255,255,390.250,1634.500,390.250,1634.500,7.657,389,1633,2,3,2.734,1.863,90.000,0.857,3.162,1020,255,NaN,NaN,100,1020,4,390,1633,108.435,2.000,1.468,0.681,0.800
4530,1,255,0,255,255,255,393.500,1633.500,393.500,1633.500,2.828,393,1633,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,393,1633,135.000,1.000,1.000,1.000,1.000
4531,1,255,0,255,255,255,393.500,1636.500,393.500,1636.500,2.828,393,1636,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,393,1636,135.000,1.000,1.000,1.000,1.000
4532,24,255,0,255,255,255,564.500,1651.500,564.500,1651.500,18.142,561,1649,7,5,6.346,4.815,0.000,0.916,7.616,6120,255,NaN,NaN,100,6120,4,561,1653,23.199,5.000,1.318,0.759,0.828
4533,1,255,0,255,255,255,407.500,1666.500,407.500,1666.500,2.828,407,1666,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,407,1666,135.000,1.000,1.000,1.000,1.000
4534,1,255,0,255,255,255,598.500,1671.500,598.500,1671.500,2.828,598,1671,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,598,1671,135.000,1.000,1.000,1.000,1.000
4535,3,255,0,255,255,255,650.167,1683.500,650.167,1683.500,7.657,649,1682,2,3,3.213,1.189,61.845,0.643,3.606,765,255,NaN,NaN,100,765,4,649,1685,56.310,1.789,2.702,0.370,0.667
4536,1,255,0,255,255,255,478.500,1696.500,478.500,1696.500,2.828,478,1696,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,478,1696,135.000,1.000,1.000,1.000,1.000
4537,1,255,0,255,255,255,390.500,1697.500,390.500,1697.500,2.828,390,1697,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,390,1697,135.000,1.000,1.000,1.000,1.000
4538,55,255,0,255,255,255,604.264,1701.627,604.264,1701.627,39.456,597,1698,14,7,13.922,5.030,8.528,0.444,14.560,14025,255,NaN,NaN,100,14025,4,597,1703,15.945,6.405,2.768,0.361,0.692
4539,19,255,0,255,255,255,507.553,1709.026,507.553,1709.026,16.485,504,1707,6,4,5.790,4.178,4.295,0.879,6.708,4845,255,NaN,NaN,100,4845,4,504,1710,26.565,4.000,1.386,0.722,0.905
4540,1,255,0,255,255,255,315.500,1725.500,315.500,1725.500,2.828,315,1725,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,315,1725,135.000,1.000,1.000,1.000,1.000
4541,1,255,0,255,255,255,313.500,1727.500,313.500,1727.500,2.828,313,1727,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,313,1727,135.000,1.000,1.000,1.000,1.000
4542,1,255,0,255,255,255,315.500,1727.500,315.500,1727.500,2.828,315,1727,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,315,1727,135.000,1.000,1.000,1.000,1.000
4543,69,255,0,255,255,255,319.645,1732.239,319.645,1732.239,43.355,311,1727,14,10,11.226,7.826,15.031,0.461,14.866,17595,255,NaN,NaN,100,17595,4,311,1734,19.654,9.391,1.435,0.697,0.738
4544,3,255,0,255,255,255,311.500,1729.500,311.500,1729.500,6.243,310,1729,3,1,3.385,1.128,0.000,0.967,3.162,765,255,NaN,NaN,100,765,4,310,1729,161.565,1.000,3.000,0.333,1.000
4545,1,255,0,255,255,255,311.500,1731.500,311.500,1731.500,2.828,311,1731,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,311,1731,135.000,1.000,1.000,1.000,1.000
4546,1,255,0,255,255,255,638.500,1733.500,638.500,1733.500,2.828,638,1733,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,638,1733,135.000,1.000,1.000,1.000,1.000
4547,1,255,0,255,255,255,324.500,1736.500,324.500,1736.500,2.828,324,1736,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,324,1736,135.000,1.000,1.000,1.000,1.000
4548,1,255,0,255,255,255,326.500,1736.500,326.500,1736.500,2.828,326,1736,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,326,1736,135.000,1.000,1.000,1.000,1.000
4549,1,255,0,255,255,255,328.500,1736.500,328.500,1736.500,2.828,328,1736,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,4,328,1736,135.000,1.000,1.000,1.000,1.000
4550,3,255,0,255,255,255,323.500,1738.500,323.500,1738.500,6.243,322,1738,3,1,3.385,1.128,0.000,0.967,3.162,765,255,NaN,NaN,100,765,4,322,1738,161.565,1.000,3.000,0.333,1.000
4551,2,255,0,255,255,255,719.000,134.000,719.000,134.000,5.657,718,133,2,2,2.596,0.981,45.000,0.785,2.828,510,255,NaN,NaN,100,510,5,718,135,45.000,1.414,2.646,0.378,0.667
4552,47,255,0,255,255,255,703.074,153.309,703.074,153.309,24.971,699,149,8,8,7.992,7.487,57.158,0.947,8.944,11985,255,NaN,NaN,100,11985,5,701,157,63.435,8.000,1.067,0.937,0.887
4553,7,255,0,255,255,255,1011.643,576.214,1011.643,576.214,9.071,1010,575,3,3,3.507,2.542,149.527,1.000,4.243,1785,255,NaN,NaN,100,1785,5,1010,575,135.000,3.000,1.380,0.725,0.875
4554,24,255,0,255,255,255,738.792,656.542,738.792,656.542,17.314,736,654,6,5,5.766,5.299,158.962,1.000,6.708,6120,255,NaN,NaN,100,6120,5,736,655,153.435,5.000,1.088,0.919,0.889
4555,14,255,0,255,255,255,739.500,805.000,739.500,805.000,13.314,737,803,5,4,4.482,3.977,138.563,0.993,5.385,3570,255,NaN,NaN,100,3570,5,737,804,158.199,4.000,1.127,0.887,0.824
4556,50,255,0,255,255,255,1295.300,934.580,1295.300,934.580,25.799,1291,930,8,9,8.141,7.820,47.924,0.944,9.220,12750,255,NaN,NaN,100,12750,5,1295,930,102.529,8.000,1.041,0.961,0.862
4557,18,255,0,255,255,255,624.167,951.222,624.167,951.222,15.899,622,949,5,5,5.178,4.426,129.735,0.895,6.403,4590,255,NaN,NaN,100,4590,5,622,949,141.340,5.000,1.170,0.855,0.837
4558,24,255,0,255,255,255,314.792,1000.000,314.792,1000.000,17.314,312,997,5,6,6.318,4.836,107.742,1.000,7.211,6120,255,NaN,NaN,100,6120,5,313,997,123.690,5.000,1.306,0.765,0.906
4559,45,255,0,255,255,255,1321.611,1170.922,1321.611,1170.922,24.142,1318,1167,7,8,8.056,7.112,95.431,0.970,8.944,11475,255,NaN,NaN,100,11475,5,1320,1167,116.565,7.000,1.133,0.883,0.909
4560,33,255,0,255,255,255,1330.136,1173.348,1330.136,1173.348,21.556,1326,1170,7,7,6.598,6.368,29.473,0.892,8.062,8415,255,NaN,NaN,100,8415,5,1326,1175,29.745,6.957,1.036,0.965,0.857
4561,19,255,0,255,255,255,1032.447,1203.447,1032.447,1203.447,15.314,1030,1201,5,5,5.249,4.609,134.999,1.000,5.831,4845,255,NaN,NaN,100,4845,5,1031,1201,120.964,5.000,1.139,0.878,0.864
4562,20,255,0,255,255,255,1075.750,1280.450,1075.750,1280.450,15.314,1073,1278,5,5,5.713,4.457,132.920,1.000,6.403,5100,255,NaN,NaN,100,5100,5,1074,1278,128.660,4.950,1.282,0.780,0.909
4563,1,255,0,255,255,255,950.500,1281.500,950.500,1281.500,2.828,950,1281,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,5,950,1281,135.000,1.000,1.000,1.000,1.000
