 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Ch,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1643,1,255,0,255,255,255,1080.500,719.500,1080.500,719.500,2.828,1080,719,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1080,719,135.000,1.000,1.000,1.000,1.000
1644,1,255,0,255,255,255,1142.500,720.500,1142.500,720.500,2.828,1142,720,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1142,720,135.000,1.000,1.000,1.000,1.000
1645,1,255,0,255,255,255,439.500,721.500,439.500,721.500,2.828,439,721,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,439,721,135.000,1.000,1.000,1.000,1.000
1646,64,255,0,255,255,255,634.141,725.703,634.141,725.703,37.698,629,721,11,10,9.722,8.382,41.090,0.566,11.705,16320,255,NaN,NaN,100,16320,2,629,728,19.983,9.839,1.160,0.862,0.762
1647,1,255,0,255,255,255,639.500,721.500,639.500,721.500,2.828,639,721,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,639,721,135.000,1.000,1.000,1.000,1.000
1648,1,255,0,255,255,255,677.500,721.500,677.500,721.500,2.828,677,721,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,677,721,135.000,1.000,1.000,1.000,1.000
1649,1,255,0,255,255,255,789.500,721.500,789.500,721.500,2.828,789,721,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,789,721,135.000,1.000,1.000,1.000,1.000
1650,1,255,0,255,255,255,989.500,721.500,989.500,721.500,2.828,989,721,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,989,721,135.000,1.000,1.000,1.000,1.000
1651,2,255,0,255,255,255,1184.000,721.500,1184.000,721.500,4.243,1183,721,2,1,2.257,1.128,0.000,1.000,2.236,510,255,NaN,NaN,100,510,2,1183,721,153.435,1.000,2.000,0.500,1.000
1652,1,255,0,255,255,255,864.500,722.500,864.500,722.500,2.828,864,722,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,864,722,135.000,1.000,1.000,1.000,1.000
1653,1,255,0,255,255,255,976.500,722.500,976.500,722.500,2.828,976,722,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,976,722,135.000,1.000,1.000,1.000,1.000
1654,1,255,0,255,255,255,1010.500,722.500,1010.500,722.500,2.828,1010,722,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1010,722,135.000,1.000,1.000,1.000,1.000
1655,1,255,0,255,255,255,1124.500,722.500,1124.500,722.500,2.828,1124,722,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1124,722,135.000,1.000,1.000,1.000,1.000
1656,1,255,0,255,255,255,1130.500,722.500,1130.500,722.500,2.828,1130,722,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1130,722,135.000,1.000,1.000,1.000,1.000
1657,1,255,0,255,255,255,1184.500,723.500,1184.500,723.500,2.828,1184,723,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1184,723,135.000,1.000,1.000,1.000,1.000
1658,1,255,0,255,255,255,1083.500,725.500,1083.500,725.500,2.828,1083,725,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1083,725,135.000,1.000,1.000,1.000,1.000
1659,1,255,0,255,255,255,820.500,726.500,820.500,726.500,2.828,820,726,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,820,726,135.000,1.000,1.000,1.000,1.000
1660,1,255,0,255,255,255,826.500,726.500,826.500,726.500,2.828,826,726,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,826,726,135.000,1.000,1.000,1.000,1.000
1661,1,255,0,255,255,255,832.500,726.500,832.500,726.500,2.828,832,726,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,832,726,135.000,1.000,1.000,1.000,1.000
1662,1,255,0,255,255,255,834.500,726.500,834.500,726.500,2.828,834,726,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,834,726,135.000,1.000,1.000,1.000,1.000
1663,1,255,0,255,255,255,931.500,726.500,931.500,726.500,2.828,931,726,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,931,726,135.000,1.000,1.000,1.000,1.000
1664,1,255,0,255,255,255,974.500,726.500,974.500,726.500,2.828,974,726,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,974,726,135.000,1.000,1.000,1.000,1.000
1665,1,255,0,255,255,255,1132.500,726.500,1132.500,726.500,2.828,1132,726,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1132,726,135.000,1.000,1.000,1.000,1.000
1666,1,255,0,255,255,255,1136.500,726.500,1136.500,726.500,2.828,1136,726,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1136,726,135.000,1.000,1.000,1.000,1.000
1667,1,255,0,255,255,255,496.500,727.500,496.500,727.500,2.828,496,727,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,496,727,135.000,1.000,1.000,1.000,1.000
1668,1,255,0,255,255,255,548.500,727.500,548.500,727.500,2.828,548,727,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,548,727,135.000,1.000,1.000,1.000,1.000
1669,11,255,0,255,255,255,1114.864,729.500,1114.864,729.500,16.142,1112,727,5,5,3.935,3.559,19.079,0.530,5.831,2805,255,NaN,NaN,100,2805,2,1112,731,30.964,4.472,1.106,0.905,0.579
1670,1,255,0,255,255,255,59.500,728.500,59.500,728.500,2.828,59,728,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,59,728,135.000,1.000,1.000,1.000,1.000
1671,1,255,0,255,255,255,828.500,728.500,828.500,728.500,2.828,828,728,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,828,728,135.000,1.000,1.000,1.000,1.000
1672,1,255,0,255,255,255,832.500,728.500,832.500,728.500,2.828,832,728,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,832,728,135.000,1.000,1.000,1.000,1.000
1673,1,255,0,255,255,255,834.500,728.500,834.500,728.500,2.828,834,728,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,834,728,135.000,1.000,1.000,1.000,1.000
1674,1,255,0,255,255,255,836.500,728.500,836.500,728.500,2.828,836,728,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,836,728,135.000,1.000,1.000,1.000,1.000
1675,1,255,0,255,255,255,839.500,728.500,839.500,728.500,2.828,839,728,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,839,728,135.000,1.000,1.000,1.000,1.000
1676,2,255,0,255,255,255,987.000,728.500,987.000,728.500,4.243,986,728,2,1,2.257,1.128,0.000,1.000,2.236,510,255,NaN,NaN,100,510,2,986,728,153.435,1.000,2.000,0.500,1.000
1677,1,255,0,255,255,255,990.500,728.500,990.500,728.500,2.828,990,728,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,990,728,135.000,1.000,1.000,1.000,1.000
1678,1,255,0,255,255,255,1073.500,728.500,1073.500,728.500,2.828,1073,728,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1073,728,135.000,1.000,1.000,1.000,1.000
1679,1,255,0,255,255,255,1102.500,728.500,1102.500,728.500,2.828,1102,728,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1102,728,135.000,1.000,1.000,1.000,1.000
1680,1,255,0,255,255,255,1123.500,728.500,1123.500,728.500,2.828,1123,728,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1123,728,135.000,1.000,1.000,1.000,1.000
1681,1,255,0,255,255,255,441.500,729.500,441.500,729.500,2.828,441,729,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,441,729,135.000,1.000,1.000,1.000,1.000
1682,1,255,0,255,255,255,612.500,729.500,612.500,729.500,2.828,612,729,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,612,729,135.000,1.000,1.000,1.000,1.000
1683,29,255,0,255,255,255,877.569,732.431,877.569,732.431,21.556,874,729,7,7,6.402,5.768,19.510,0.784,7.810,7395,255,NaN,NaN,100,7395,2,874,734,39.806,6.641,1.110,0.901,0.784
1684,1,255,0,255,255,255,950.500,729.500,950.500,729.500,2.828,950,729,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,950,729,135.000,1.000,1.000,1.000,1.000
1685,1,255,0,255,255,255,826.500,730.500,826.500,730.500,2.828,826,730,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,826,730,135.000,1.000,1.000,1.000,1.000
1686,1,255,0,255,255,255,828.500,730.500,828.500,730.500,2.828,828,730,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,828,730,135.000,1.000,1.000,1.000,1.000
1687,1,255,0,255,255,255,836.500,730.500,836.500,730.500,2.828,836,730,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,836,730,135.000,1.000,1.000,1.000,1.000
1688,1,255,0,255,255,255,1059.500,730.500,1059.500,730.500,2.828,1059,730,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1059,730,135.000,1.000,1.000,1.000,1.000
1689,1,255,0,255,255,255,1108.500,730.500,1108.500,730.500,2.828,1108,730,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1108,730,135.000,1.000,1.000,1.000,1.000
1690,1,255,0,255,255,255,1110.500,730.500,1110.500,730.500,2.828,1110,730,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1110,730,135.000,1.000,1.000,1.000,1.000
1691,3,255,0,255,255,255,1198.500,730.833,1198.500,730.833,8.485,1197,730,3,2,2.446,1.561,0.000,0.524,3.162,765,255,NaN,NaN,100,765,2,1197,730,161.565,2.000,1.567,0.638,0.600
1692,1,255,0,255,255,255,1214.500,730.500,1214.500,730.500,2.828,1214,730,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1214,730,135.000,1.000,1.000,1.000,1.000
1693,1,255,0,255,255,255,480.500,731.500,480.500,731.500,2.828,480,731,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,480,731,135.000,1.000,1.000,1.000,1.000
1694,1,255,0,255,255,255,759.500,731.500,759.500,731.500,2.828,759,731,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,759,731,135.000,1.000,1.000,1.000,1.000
1695,1,255,0,255,255,255,1244.500,731.500,1244.500,731.500,2.828,1244,731,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1244,731,135.000,1.000,1.000,1.000,1.000
1696,1,255,0,255,255,255,634.500,732.500,634.500,732.500,2.828,634,732,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,634,732,135.000,1.000,1.000,1.000,1.000
1697,1,255,0,255,255,255,850.500,732.500,850.500,732.500,2.828,850,732,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,850,732,135.000,1.000,1.000,1.000,1.000
1698,1,255,0,255,255,255,1058.500,732.500,1058.500,732.500,2.828,1058,732,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1058,732,135.000,1.000,1.000,1.000,1.000
1699,1,255,0,255,255,255,1097.500,732.500,1097.500,732.500,2.828,1097,732,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1097,732,135.000,1.000,1.000,1.000,1.000
1700,1,255,0,255,255,255,1132.500,732.500,1132.500,732.500,2.828,1132,732,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1132,732,135.000,1.000,1.000,1.000,1.000
1701,1,255,0,255,255,255,1134.500,732.500,1134.500,732.500,2.828,1134,732,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1134,732,135.000,1.000,1.000,1.000,1.000
1702,1,255,0,255,255,255,1143.500,732.500,1143.500,732.500,2.828,1143,732,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1143,732,135.000,1.000,1.000,1.000,1.000
1703,1,255,0,255,255,255,1178.500,732.500,1178.500,732.500,2.828,1178,732,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1178,732,135.000,1.000,1.000,1.000,1.000
1704,1,255,0,255,255,255,1182.500,732.500,1182.500,732.500,2.828,1182,732,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1182,732,135.000,1.000,1.000,1.000,1.000
1705,36,255,0,255,255,255,756.972,735.944,756.972,735.944,21.899,753,733,7,6,7.010,6.539,161.830,0.943,8.485,9180,255,NaN,NaN,100,9180,2,754,733,135.000,6.000,1.072,0.933,0.935
1706,1,255,0,255,255,255,892.500,733.500,892.500,733.500,2.828,892,733,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,892,733,135.000,1.000,1.000,1.000,1.000
1707,2,255,0,255,255,255,1197.000,734.000,1197.000,734.000,5.657,1196,733,2,2,2.596,0.981,45.000,0.785,2.828,510,255,NaN,NaN,100,510,2,1196,735,45.000,1.414,2.646,0.378,0.667
1708,1,255,0,255,255,255,545.500,734.500,545.500,734.500,2.828,545,734,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,545,734,135.000,1.000,1.000,1.000,1.000
1709,2,255,0,255,255,255,1105.000,734.500,1105.000,734.500,4.243,1104,734,2,1,2.257,1.128,0.000,1.000,2.236,510,255,NaN,NaN,100,510,2,1104,734,153.435,1.000,2.000,0.500,1.000
1710,1,255,0,255,255,255,1107.500,734.500,1107.500,734.500,2.828,1107,734,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1107,734,135.000,1.000,1.000,1.000,1.000
1711,1,255,0,255,255,255,1163.500,734.500,1163.500,734.500,2.828,1163,734,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1163,734,135.000,1.000,1.000,1.000,1.000
1712,1,255,0,255,255,255,463.500,735.500,463.500,735.500,2.828,463,735,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,463,735,135.000,1.000,1.000,1.000,1.000
1713,1,255,0,255,255,255,1058.500,735.500,1058.500,735.500,2.828,1058,735,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1058,735,135.000,1.000,1.000,1.000,1.000
1714,1,255,0,255,255,255,1076.500,735.500,1076.500,735.500,2.828,1076,735,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1076,735,135.000,1.000,1.000,1.000,1.000
1715,1,255,0,255,255,255,1009.500,736.500,1009.500,736.500,2.828,1009,736,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1009,736,135.000,1.000,1.000,1.000,1.000
1716,1,255,0,255,255,255,1128.500,736.500,1128.500,736.500,2.828,1128,736,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1128,736,135.000,1.000,1.000,1.000,1.000
1717,1,255,0,255,255,255,618.500,738.500,618.500,738.500,2.828,618,738,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,618,738,135.000,1.000,1.000,1.000,1.000
1718,1,255,0,255,255,255,1070.500,738.500,1070.500,738.500,2.828,1070,738,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1070,738,135.000,1.000,1.000,1.000,1.000
1719,1,255,0,255,255,255,1075.500,738.500,1075.500,738.500,2.828,1075,738,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1075,738,135.000,1.000,1.000,1.000,1.000
1720,1,255,0,255,255,255,1077.500,738.500,1077.500,738.500,2.828,1077,738,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1077,738,135.000,1.000,1.000,1.000,1.000
1721,1,255,0,255,255,255,1112.500,738.500,1112.500,738.500,2.828,1112,738,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1112,738,135.000,1.000,1.000,1.000,1.000
1722,1,255,0,255,255,255,1123.500,738.500,1123.500,738.500,2.828,1123,738,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1123,738,135.000,1.000,1.000,1.000,1.000
1723,4,255,0,255,255,255,1131.250,738.750,1131.250,738.750,7.071,1130,738,3,2,3.192,1.596,18.435,1.000,3.606,1020,255,NaN,NaN,100,1020,2,1130,740,33.690,2.000,2.000,0.500,0.800
1724,3,255,0,255,255,255,1151.500,738.833,1151.500,738.833,7.071,1150,738,3,2,3.213,1.189,28.155,0.754,3.606,765,255,NaN,NaN,100,765,2,1150,740,33.690,1.789,2.702,0.370,0.667
1725,1,255,0,255,255,255,1188.500,738.500,1188.500,738.500,2.828,1188,738,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1188,738,135.000,1.000,1.000,1.000,1.000
1726,1,255,0,255,255,255,626.500,739.500,626.500,739.500,2.828,626,739,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,626,739,135.000,1.000,1.000,1.000,1.000
1727,1,255,0,255,255,255,818.500,739.500,818.500,739.500,2.828,818,739,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,818,739,135.000,1.000,1.000,1.000,1.000
1728,17,255,0,255,255,255,932.735,740.912,932.735,740.912,20.385,929,739,7,4,6.493,3.333,17.950,0.514,7.616,4335,255,NaN,NaN,100,4335,2,929,742,23.199,4.000,1.948,0.513,0.723
1729,1,255,0,255,255,255,1077.500,740.500,1077.500,740.500,2.828,1077,740,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1077,740,135.000,1.000,1.000,1.000,1.000
1730,1,255,0,255,255,255,1082.500,740.500,1082.500,740.500,2.828,1082,740,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1082,740,135.000,1.000,1.000,1.000,1.000
1731,1,255,0,255,255,255,1090.500,740.500,1090.500,740.500,2.828,1090,740,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1090,740,135.000,1.000,1.000,1.000,1.000
1732,1,255,0,255,255,255,628.500,741.500,628.500,741.500,2.828,628,741,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,628,741,135.000,1.000,1.000,1.000,1.000
1733,1,255,0,255,255,255,620.500,742.500,620.500,742.500,2.828,620,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,620,742,135.000,1.000,1.000,1.000,1.000
1734,1,255,0,255,255,255,843.500,742.500,843.500,742.500,2.828,843,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,843,742,135.000,1.000,1.000,1.000,1.000
1735,1,255,0,255,255,255,988.500,742.500,988.500,742.500,2.828,988,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,988,742,135.000,1.000,1.000,1.000,1.000
1736,1,255,0,255,255,255,1007.500,742.500,1007.500,742.500,2.828,1007,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1007,742,135.000,1.000,1.000,1.000,1.000
1737,1,255,0,255,255,255,1025.500,742.500,1025.500,742.500,2.828,1025,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1025,742,135.000,1.000,1.000,1.000,1.000
1738,3,255,0,255,255,255,1059.500,742.500,1059.500,742.500,6.243,1058,742,3,1,3.385,1.128,0.000,0.967,3.162,765,255,NaN,NaN,100,765,2,1058,742,161.565,1.000,3.000,0.333,1.000
1739,1,255,0,255,255,255,1074.500,742.500,1074.500,742.500,2.828,1074,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1074,742,135.000,1.000,1.000,1.000,1.000
1740,1,255,0,255,255,255,1118.500,742.500,1118.500,742.500,2.828,1118,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1118,742,135.000,1.000,1.000,1.000,1.000
1741,1,255,0,255,255,255,1122.500,742.500,1122.500,742.500,2.828,1122,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1122,742,135.000,1.000,1.000,1.000,1.000
1742,1,255,0,255,255,255,1156.500,742.500,1156.500,742.500,2.828,1156,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1156,742,135.000,1.000,1.000,1.000,1.000
1743,1,255,0,255,255,255,1162.500,742.500,1162.500,742.500,2.828,1162,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1162,742,135.000,1.000,1.000,1.000,1.000
1744,1,255,0,255,255,255,1185.500,742.500,1185.500,742.500,2.828,1185,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1185,742,135.000,1.000,1.000,1.000,1.000
1745,1,255,0,255,255,255,1192.500,742.500,1192.500,742.500,2.828,1192,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1192,742,135.000,1.000,1.000,1.000,1.000
1746,1,255,0,255,255,255,1208.500,742.500,1208.500,742.500,2.828,1208,742,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1208,742,135.000,1.000,1.000,1.000,1.000
1747,1,255,0,255,255,255,630.500,743.500,630.500,743.500,2.828,630,743,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,630,743,135.000,1.000,1.000,1.000,1.000
1748,1,255,0,255,255,255,632.500,743.500,632.500,743.500,2.828,632,743,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,632,743,135.000,1.000,1.000,1.000,1.000
1749,1,255,0,255,255,255,634.500,743.500,634.500,743.500,2.828,634,743,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,634,743,135.000,1.000,1.000,1.000,1.000
1750,1,255,0,255,255,255,778.500,743.500,778.500,743.500,2.828,778,743,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,778,743,135.000,1.000,1.000,1.000,1.000
1751,1,255,0,255,255,255,1134.500,743.500,1134.500,743.500,2.828,1134,743,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1134,743,135.000,1.000,1.000,1.000,1.000
1752,15,255,0,255,255,255,477.967,745.900,477.967,745.900,16.728,475,744,5,5,4.753,4.019,151.428,0.674,6.403,3825,255,NaN,NaN,100,3825,2,476,744,128.660,4.919,1.183,0.846,0.750
1753,1,255,0,255,255,255,1110.500,744.500,1110.500,744.500,2.828,1110,744,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1110,744,135.000,1.000,1.000,1.000,1.000
1754,3,255,0,255,255,255,1155.500,744.500,1155.500,744.500,6.243,1154,744,3,1,3.385,1.128,0.000,0.967,3.162,765,255,NaN,NaN,100,765,2,1154,744,161.565,1.000,3.000,0.333,1.000
1755,1,255,0,255,255,255,1215.500,744.500,1215.500,744.500,2.828,1215,744,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1215,744,135.000,1.000,1.000,1.000,1.000
1756,1,255,0,255,255,255,492.500,745.500,492.500,745.500,2.828,492,745,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,492,745,135.000,1.000,1.000,1.000,1.000
1757,42,255,0,255,255,255,535.167,748.786,535.167,748.786,28.627,531,745,9,8,7.540,7.092,28.037,0.644,9.849,10710,255,NaN,NaN,100,10710,2,531,750,23.962,7.906,1.063,0.941,0.757
1758,1,255,0,255,255,255,587.500,745.500,587.500,745.500,2.828,587,745,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,587,745,135.000,1.000,1.000,1.000,1.000
1759,1,255,0,255,255,255,632.500,745.500,632.500,745.500,2.828,632,745,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,632,745,135.000,1.000,1.000,1.000,1.000
1760,1,255,0,255,255,255,634.500,745.500,634.500,745.500,2.828,634,745,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,634,745,135.000,1.000,1.000,1.000,1.000
1761,1,255,0,255,255,255,1034.500,745.500,1034.500,745.500,2.828,1034,745,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1034,745,135.000,1.000,1.000,1.000,1.000
1762,1,255,0,255,255,255,1090.500,745.500,1090.500,745.500,2.828,1090,745,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1090,745,135.000,1.000,1.000,1.000,1.000
1763,53,255,0,255,255,255,1241.934,749.179,1241.934,749.179,29.213,1237,745,10,8,9.098,7.417,4.357,0.780,10.770,13515,255,NaN,NaN,100,13515,2,1237,751,21.801,8.000,1.227,0.815,0.815
1764,1,255,0,255,255,255,827.500,746.500,827.500,746.500,2.828,827,746,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,827,746,135.000,1.000,1.000,1.000,1.000
1765,1,255,0,255,255,255,1082.500,746.500,1082.500,746.500,2.828,1082,746,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1082,746,135.000,1.000,1.000,1.000,1.000
1766,1,255,0,255,255,255,1084.500,746.500,1084.500,746.500,2.828,1084,746,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1084,746,135.000,1.000,1.000,1.000,1.000
1767,1,255,0,255,255,255,1108.500,746.500,1108.500,746.500,2.828,1108,746,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1108,746,135.000,1.000,1.000,1.000,1.000
1768,1,255,0,255,255,255,1146.500,746.500,1146.500,746.500,2.828,1146,746,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1146,746,135.000,1.000,1.000,1.000,1.000
1769,1,255,0,255,255,255,1148.500,746.500,1148.500,746.500,2.828,1148,746,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1148,746,135.000,1.000,1.000,1.000,1.000
1770,30,255,0,255,255,255,1155.067,748.267,1155.067,748.267,22.971,1150,746,9,6,7.858,4.861,158.504,0.714,9.487,7650,255,NaN,NaN,100,7650,2,1150,746,161.565,5.814,1.616,0.619,0.811
1771,1,255,0,255,255,255,1160.500,746.500,1160.500,746.500,2.828,1160,746,1,1,1.128,1.128,0.000,1.000,1.414,255,255,NaN,NaN,100,255,2,1160,746,135.000,1.000,1.000,1.000,1.000
